Ref_Date,GEO,Geographical classification,SEX,CAUSES,UNIT,Vector,Coordinate,Value
1998/2000,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79916900,10.1.1.2,399.8
1999/2001,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79916900,10.1.1.2,407.8
2000/2002,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79916900,10.1.1.2,409.1
2001/2003,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79916900,10.1.1.2,407.9
2002/2004,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79916900,10.1.1.2,404.1
2003/2005,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79916900,10.1.1.2,408.8
2004/2006,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79916900,10.1.1.2,409.8
2005/2007,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79916900,10.1.1.2,410.9
1996/1998,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79916901,10.1.1.3,390.7
1997/1999,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79916901,10.1.1.3,395.3
1998/2000,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79916901,10.1.1.3,407.1
1999/2001,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79916901,10.1.1.3,415.1
2000/2002,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79916901,10.1.1.3,416.3
2001/2003,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79916901,10.1.1.3,415
2002/2004,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79916901,10.1.1.3,411.2
2003/2005,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79916901,10.1.1.3,415.9
2004/2006,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79916901,10.1.1.3,416.8
2005/2007,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79916901,10.1.1.3,417.8
1996/1998,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79916902,10.1.1.4,1
1997/1999,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79916902,10.1.1.4,1
1998/2000,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79916902,10.1.1.4,1
1999/2001,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79916902,10.1.1.4,1
2000/2002,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79916902,10.1.1.4,1
2001/2003,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79916902,10.1.1.4,1
2002/2004,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79916902,10.1.1.4,1
2003/2005,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79916902,10.1.1.4,1
2004/2006,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79916902,10.1.1.4,1
2005/2007,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79916902,10.1.1.4,1
1996/1998,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79916903,10.1.1.5,..
1997/1999,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79916903,10.1.1.5,0
1998/2000,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79916903,10.1.1.5,1
1999/2001,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79916903,10.1.1.5,1
2000/2002,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79916903,10.1.1.5,0
2001/2003,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79916903,10.1.1.5,0
2002/2004,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79916903,10.1.1.5,0
2003/2005,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79916903,10.1.1.5,0
2004/2006,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79916903,10.1.1.5,0
2005/2007,"Montréal, Quebec",24462,Both sexes,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79916903,10.1.1.5,0
1996/1998,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79916904,10.1.2.1,49.2
1997/1999,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79916904,10.1.2.1,49.6
1998/2000,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79916904,10.1.2.1,51.6
1999/2001,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79916904,10.1.2.1,52.6
2000/2002,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79916904,10.1.2.1,53
2001/2003,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79916904,10.1.2.1,53
2002/2004,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79916904,10.1.2.1,52.9
2003/2005,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79916904,10.1.2.1,53
2004/2006,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79916904,10.1.2.1,52.2
2005/2007,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Cancer incidence,v79916904,10.1.2.1,52.2
1996/1998,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79916905,10.1.2.2,47.9
1997/1999,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79916905,10.1.2.2,48.3
1998/2000,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79916905,10.1.2.2,50.3
1999/2001,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79916905,10.1.2.2,51.3
2000/2002,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79916905,10.1.2.2,51.7
2001/2003,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79916905,10.1.2.2,51.7
2002/2004,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79916905,10.1.2.2,51.6
2003/2005,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79916905,10.1.2.2,51.8
2004/2006,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79916905,10.1.2.2,51
2005/2007,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","Low 95% confidence interval, cancer incidence",v79916905,10.1.2.2,51
1996/1998,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79916906,10.1.2.3,50.5
1997/1999,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79916906,10.1.2.3,50.9
1998/2000,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79916906,10.1.2.3,52.9
1999/2001,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79916906,10.1.2.3,53.9
2000/2002,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79916906,10.1.2.3,54.3
2001/2003,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79916906,10.1.2.3,54.3
2002/2004,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79916906,10.1.2.3,54.2
2003/2005,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79916906,10.1.2.3,54.3
2004/2006,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79916906,10.1.2.3,53.5
2005/2007,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer","High 95% confidence interval, cancer incidence",v79916906,10.1.2.3,53.4
1996/1998,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79916907,10.1.2.4,1
1997/1999,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79916907,10.1.2.4,1
1998/2000,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79916907,10.1.2.4,1
1999/2001,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79916907,10.1.2.4,1
2000/2002,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79916907,10.1.2.4,1
2001/2003,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79916907,10.1.2.4,1
2002/2004,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79916907,10.1.2.4,1
2003/2005,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79916907,10.1.2.4,1
2004/2006,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79916907,10.1.2.4,1
2005/2007,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from total,v79916907,10.1.2.4,1
1996/1998,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916908,10.1.2.5,..
1997/1999,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916908,10.1.2.5,0
1998/2000,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916908,10.1.2.5,1
1999/2001,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916908,10.1.2.5,0
2000/2002,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916908,10.1.2.5,0
2001/2003,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916908,10.1.2.5,0
2002/2004,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916908,10.1.2.5,0
2003/2005,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916908,10.1.2.5,0
2004/2006,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916908,10.1.2.5,0
2005/2007,"Montréal, Quebec",24462,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79916908,10.1.2.5,0
1996/1998,"Montréal, Quebec",24462,Both sexes,Bronchus and lung cancer,Cancer incidence,v79916909,10.1.3.1,67.9
1997/1999,"Montréal, Quebec",24462,Both sexes,Bronchus and lung cancer,Cancer incidence,v79916909,10.1.3.1,67.7
